track_name,lyrics
Facts (Charlie Heat Version), dirt and grime and filth inside the story of my lifetime of cheating stealing never feeling pain of a brother your dirty mother ha ha ha look how far we are g g g good work charlie perfect yeezy yeezy yeezy just jumped over jumpman yeezy yeezy yeezy just jumped over jumpman you yeezy yeezy yeezy i feel so accomplished i done talked a lot of shit but i just did the numbers herzog and adidas man you know they love it if nike ain t have drizzy man they would have nothin woo if nike ain t have don c man they would have nothin ooh but i m all for the family tell em get your money yeezy yeezy yeezy they line up for days nike out here bad they can t give shit away i stuck to my roots i m like jimmy fallon i ain t dropped the album but the shoes went platinum woo every time i talk they say i m too aggressive i was out here spazzin now y all get the message on the field i m over reckless on my odell beckham2020 i ma run the whole election yah i ve been trending years y all a couple days yeezy in the house and we just got appraised nike nike treat employees just like slaves gave le bron a billi not to run away you ten thousand dollar fur for nori i just copped it you your baby daddy won t even take your daughter shoppin you i done wore designers i won t wear again make em niggas famous they get arrogant yeezy yeezy yeezy just jumped over jumpman ah yeezy yeezy yeezy just jumped over jumpman sonic boom yeezy yeezy yeezy this is pure luxury i give em grey poupon on a dj mustard ah if you ain t poppin shit then why you rap for huh plus kimoji just shut down the app store ah and we made a million a minute we made a million a minute we did yeah we made a million a minute we made a million a minute ah do anybody feel bad for bill cosby did he forget the names just like steve harvey you tell adidas that we need a million in production you i done told y all all i needed was the infrastructure boom now we hottest in the streets it ain t no discussion james harden swaggy p runnin up the budget yoga flame keep the work at my baby mama s mama s house i m a jerk you need to work you need to call my spouse yeezy yeezy take a picture with me on rodeo yeezy yeezy yeezy i might do my own hotel couches couches couches couches which one should i pick i need extra deep i like my bitches extra thick sonic boom every time i see the news man it bring me home call up dj mano shout out twilite tone we just blessed to be alive yeah ain t that the truth so let s celebrate the life of timbuck2 timbuck2 timbuck2 ha ha ha look how far we are are are are are are are perfect 
Fade, your love is fadin your love is fadin your love is fadin i feel it s fadin when no one ain t around i feel it s fadin i think i think too much i feel it s fadin ain t nobody watchin i feel it s fadin i just fade away i feel it fade away i feel it i feel it fade away ay ay ay i think i think too much i feel it your love is fadin i feel it roll up roll up hold up hold up po up po up i feel it i love to i wanna i m tryna i feel it i ma rock the boat work the middle til it hurt a little i feel it your love is fadin i feel it fuckin with a real ass nigga i feel it fuck how you feel ass nigga i feel it bitch better act like you know better i feel it woah when no one ain t around i feel it s fadin i think i think too much i feel it s fadin ain t nobody watchin i feel it s fadin i just fade away i feel it s fadin you don t even know i ve been so far gone i feel it i ve been so led on i ve been runnin round i feel it i ve been on my shit whole world on my dick i feel it i just need to know i can feel it oh deep inside deep deep down inside i feel it yes deep inside deep deep down inside i feel it oh deep inside deep deep down inside i feel it yes deep inside i get lifted yes deep deep down inside i can feel it oh deep inside oh i get lifted yes deep deep down inside i feel it yes deep inside oh i get lifted yes deep deep down inside i feel it oh deep inside oh no oh no no no no oh i get lifted yes deep deep down inside i feel it yes deep inside oh i get lifted yes deep deep down inside i get i feel it s fadin oh i get lifted yes i feel it fadin i feel it fadin i feel it i feel it s fadin 
Famous, man i can understand how it might be kinda hard to love a girl like me i don t blame you much for wanting to be free i just wanted you to know swizz told me let the beat rock for all my southside niggas that know me best i feel like me and taylor might still have sex why i made that bitch famous goddamn i made that bitch famous for all the girls that got dick from kanye west if you see em in the streets give em kanye s best why they mad they ain t famous goddamn they mad they still nameless talk that talk man her man in the store tryna try his best but he just can t seem to get kanye fresh but we still hood famous goddamn yeah we still hood famous i just wanted you to know i ve loved you better than your own kin did from the very start i don t blame you much for wanting to be free wake up mr west oh he s up i just wanted you to know i be puerto rican day parade floatin that benz marina del rey coastin she in school to be a real estate agent last month i helped her with the car payment young and we alive whoo we never gonna die whoo i just copped a jet to fly over personal debt put one up in the sky the sun is in my eyes whoo woke up and felt the vibe whoo no matter how hard they try whoo we never gonna die i just wanted you to know get em bam ey ey ey bam bam bam bam bam dilla bam bam ey ey ey what a bam bam bam bam dilla how you feeling right now let me see your lighters in the air bam bam ey ey ey ey ey bam bam ey ey ey what a bam let me see your middle finger in the air bam ey ey ey bam bam bam bam bam dilla let me see you act up in this motherfucker bam bam ey ey ey what a bam bam bam bam dilla how you feelin how you feelin how you feelin in this mother fucker god damn bam bam ey ey ey ey ey bam bam ey ey ey what a bam one thing you can t do is stop us now bam ey ey ey bam bam bam bam bam dilla ayy you can t stop the thing now bam bam ey ey ey what a bam bam bam bam dilla man it s way too late it s way too late it s way too late you can t fuck with us bam bam ey ey ey ey ey bam bam ey ey ey what a bam to the left to the right bam ey ey ey bam bam bam bam bam dilla i wanna see everybody hands in the air like this bam bam ey ey ey what a bam bam bam bam dilla bam bam ey ey ey ey ey bam bam ey ey ey what a bam bam i just wanted you to know i loved you better than your own kin did from the very start i don t blame you much for wanting to be free i just wanted you to know 
Father Stretch My Hands Pt. 1, you re the only power power you re the only power that can you re the only power power you re the only power that can oh oh oh father if young metro don t trust you i m gon shoot you beautiful mornin you re the sun in my mornin babe who can i turn to nothin unwanted after all who can i turn to beautiful mornin you re the sun in my mornin babe if i don t turn to you nothin unwanted no other help i know i stretch my hands i just wanna feel liberated i i na na na who can i turn to i just wanna feel liberated i i na na na after all who can i turn to if i ever instigated i am sorry if i don t turn to you tell me who in here could relate i i ino other help i know i stretch my hands now if i fuck this model and she just bleached her asshole and i get bleach on my t shirt i ma feel like an asshole i was high when i met her we was down in tribeca she ll get under your skin if you let her she ll get under your skin if you uh i don t even wanna talk about it i don t even wanna talk about it i don t even wanna say nothin everybody gon say somethin i d be worried if they said nothin remind me where i know you from she lookin like she owe you some n you know just what we want i wanna wake up with you in my i wanna wake up with you in my beautiful mornin you re the sun in my mornin babe who can i turn to beautiful mornin nothin unwanted after all who can i turn to beautiful mornin you re the sun in my mornin babe if i don t turn to you nothin unwanted no other help i know i stretch my hands i just wanna feel liberated i i na na na who can i turn to i just wanna feel liberated i i na na na after all who can i turn to if i ever instigated i am sorry if i don t turn to you tell me who in here could relate i i ino other help i know i stretch my hands
Feedback, ayy ya heard about the good news y all sleeping on me huh had a good snooze wake up nigga wake up we bout to get this paper money never made me make me do something nah can t make me even if the money low can t pay me even if the money low can t play me ayy ya heard about the good news y all sleeping on me huh had a good snooze wake up nigga wake up we bout to get this paper pablo bought a rolie and a rottweiler seem like the more fame i only got wilder hands up we just doing what the cops taught us hands up we just doing what the cops taught us i ve been outta my mind a long time i ve been outta my mind a long time i be saying how i feel at the wrong time might not come when you want but i m on time ayy ya heard about the good news y all sleeping on me huh had a good snooze wake up nigga wake up we bout to get this paper i can t let these people play me name one genius that ain t crazy follow our father you borrow our motto i m a chicago south sider i m a chicago south sider ayy ya heard about the good news y all sleeping on your boy had a good snooze wake up nigga wake up it s time to get the paper i ve been outta my mind a long time i ve been outta my mind a long time i know i know i shouldn t even bother with all these gossiping no pussy getting bloggers fashion show in gotham i need another costume peta mad cause i made a jacket outta possum awesome steve jobs mixed with steve austin rich slave in the fabric store picking cotton if hov j then every jordan need a rodman man jay they don t really want no problems driving in the same car that they killed pac in driving in the same urrr that they killed pac in hands up we just doing what the cops taught us hands up hands up then the cops shot us hold on hold on hold on wait a second everybody here i m the ghetto oprah you know what that mean you get a fur you get a fur you get a jet you get a jet big booty bitch for you woo 
Frank's Track, the rings all ringed out burn out cave in blackened to dark out i m mixed now fleshed out there s light with no heat we cooled out it s cool out life is precious we found out we found out we found out
Freestyle 4, this that rap god shit nigga i rip every one of these mothafuckas down ayy rah rah rah rah rah closed eyes see things fire up tweaking you in my freak dreams you in my freak dreams bad bitch you dig that get stacks drive cars whip out bitch out tits out oh shit my dick out can she suck it right now fuck can she fuck right now i done asked twice now can you bring your price down lil boosie with the wipe down a little woozy but i m nice now what the fuck right now what the fuck right now what the what the fuck right now what if we fuck right now what if we fucked right in the middle of this mothafuckin dinner table what if we fucked at this vogue party would we be the life of the whole party shut down the whole party would everybody start fuckin would everybody start fuckin would everybody start fuckin they don t want nothin you mothafuckas livin like half of your level half of your life i smack her on her ass if she ghetto i ain t gon lie we be in the bathroom fuckin like baby don t get too loud i can i can see it yeah hey i want it right now ball on them niggas get heated and shot down you get hit with the pie now rolls with killa money nigga get by now right now right now i m with niggas that have been to versailles now side now slide down 
Highlights, high lights tell my baby i m back in town high lights tell everybody i m back in town high lights tell my baby i m back in town town high lights we only makin the highlights tell my mama tell my mama that i only want my whole life to only be highlights we only makin the highlights tell my mama tell my mama that i only want my whole life to only be highlights can we play that back one time and after that night i m gon wanna play this shit back oh no sometimes i m wishin that my dick had go pro so i could play that shit back in slo mo slow motion i just shot an amateur video i think i should go pro we only makin the highlights slow motion slow motion slow motion we only makin the highlights tell my mama tell my mama that i only want my whole life to only be highlights one life one night uh high lights that s all i need livin the life til i die i bet me and ray j would be friends if we ain t love the same bitch yeah he might have hit it first only problem is i m rich uh 21 grammys superstar family we the new jacksons i m all about that action i m about that farrakhan life is a marathon i ma shift the paradigm i ma turn up every time i ma bust a coach s head open on some diddy shit if he ever talk to my son like an idiot one time for a nigga really gettin it two times cause we got the whole city lit advice to all my niggas impregnate bridget so when she have a baby she gon make another nigga got the fruit of islam in the trenches hah even though they know yeezus is a christian hah she spent her whole check on some christians and that girl ain t even religious walkin livin breathin god you know my past well hard to believe in god your nigga got killed blac chyna fuckin rob help him with the weight i wish my trainer would tell me what i overate so when i m on vacay i need to kick back heh what you want you want a boss or an r b nigga with a six pack heh huh uh i need every bad bitch up in equinox i need to know right now if you a freak or not i need every bad bitch up in equinox i need to know right now if you a freak or not i need every bad bitch up in equinox i wanna know right now if you a freak or not i need every bad bitch up in equinox i wanna know right now if you a freak or not oh lord oh lord i need every bad bitch up in equinox i wanna know right now if you a freak or not bad bitch up in equinox i wanna know right now if you a freak or not oh lord oh my lord
I Love Kanye, i miss the old kanye straight from the go kanye chop up the soul kanye set on his goals kanye i hate the new kanye the bad mood kanye the always rude kanye spaz in the news kanye i miss the sweet kanye chop up the beats kanye i gotta say at that time i d like to meet kanye see i invented kanye it wasn t any kanyes and now i look and look around and there s so many kanyes i used to love kanye i used to love kanye i even had the pink polo i thought i was kanye what if kanye made a song about kanye called i miss the old kanye man that d be so kanye that s all it was kanye we still love kanye and i love you like kanye loves kanye 
Low Lights, you want me to give you a testimony about my life and how good he s been to me i don t know what to tell you about him i love him so much with all my heart and my soul with every bone in my body i love him so much because he s done so much for me every morning every day of my life i won t always be crying tears in the middle of the night and i won t always have to wake up by myself wondering how i m gonna get through the day i won t always have to think about what i m gonna do and how i m gonna how i m gonna make it how i m gonna get there because he he s gonna be there for me some day the sky above will open up and he will reach out his hand and guide me through oh yes he will i won t always be crying these tears i won t always be feeling so blue some day he will open up the door for me and call my name some day he will i don t know if anybody understands what that feels like no matter what you ve been through or where you ve been he s always there with his arms open wide accepting me for who i am and i love him so much i couldn t do it without him i wouldn t want to i m crying now it feels so good to be free to be accepted for who you are and loved no matter what oh lord thank you you are the joy of my life
Pt. 2, faaaaaaaa perfect faaaaaaaa faaaaaaaa faaaaaaaa i told i told ayy ayy i told you up in the mornin miss you bad sorry i ain t call you back same problem my father had all this time all he had all he had and what he dreamed all his cash market crashed hurt him bad people get divorced for that dropped some stacks pops is good mama passed in hollywood if you ask lost my soul drivin fast lost control off the road jaw was broke member we all was broke member i m comin back i ll be takin all the stacks oh i got broads in atlanta twistin dope lean and the fanta stacks oh credit cards and the scammers hittin off licks in the bando takin all the stacks oh black x6 phantom white x6 looks like a panda stacks oh going out like i m montana hundred killers hundred hammers black x6 phantom white x6 panda pockets swole danny sellin bar candy man i m the macho like randy the choppa go oscar for grammy bitch nigga pull up ya panty hope you killas understand me i just wanna feel liberated i i i hey i just wanna feel liberated i i i panda panda panda panda panda takin all the stacks oh panda panda panda stacks oh takin all the stacks oh i got broads in atlanta twist the dope lean and shit sippin fanta stacks oh credit cards and the scammers wake up versace shit life desiigner takin all the stacks oh whole bunch of lavish shit they be askin round town who be clappin shit i be pullin up stuff in the phantom ship i got plenty of stuff of bugatti whip look how i try this shit black x6 phantom white x6 killin on camera my joy how can i find you who do you turn to how do i bind you if i don t turn to you no other help i know i stretch my hands
Real Friends, real friends how many of us how many of us how many jealous real friends it s not many of us we smile at each other but how many honest trust issues switched up the number i can t be bothered i cannot blame you for havin an angle i ain t got no issues i m just doin my thing hope you re doin your thing too i m a deadbeat cousin i hate family reunions fuck the church up by drinkin at the communion spillin free wine now my tux is ruined in town for a day what the fuck we doin who your real friends we all came from the bottom i m always blamin you but what s sad you not the problem damn i forgot to call her shit i thought it was thursday why you wait a week to call my phone in the first place when was the last time i remembered a birthday when was the last time i wasn t in a hurry tell me you want your tickets when it s gametime even to call your daughter on her face time even when we was young i used to make time now we be way too busy just to make time even for my real friends i guess i get what i deserve don t i word on the streets is they ain t heard from him i guess i get what i deserve don t i talked down on my name throwed dirt on him i couldn t tell you how old your daughter was was couldn t tell you how old your son is is i got my own jr on the way dawg dawg plus i already got one kid kid couldn t tell you much about the fam though i just showed up for the yams though maybe 15 minutes took some pictures with your sister merry christmas then i m finished then it s back to business you wanna ask some questions bout some real shit shit like i ain t got enough pressure to deal with with please don t pressure me with that bill shit shit cause everybody got em that ain t children oh you ve been nothin but a friend to me niggas thinkin i m crazy you defendin me it s funny i ain t spoke to niggas in centuries to be honest dawg i ain t feelin your energy money turn your kin into an enemy niggas ain t real as they pretend to be lookin for all my real friends how many of us how many of us are real friends to real friends til the reel end til the wheels fall off til the wheels don t spin yeah yeah to 3 a m callin how many real friends just to ask you a question just to see how you was feelin how many for the last you was frontin i hate when a nigga text you like what s up fam hope you good you say i m good i m great the next text they ask you for somethin how many what s best for your family immediate or extended any argument the media ll extend it i had a cousin that stole my laptop that i was fuckin bitches on paid that nigga 250 thousand just to get it from him real friends huh real friends i guess i get what i deserve don t iword on the streets is they ain t heard from him i guess i get what i deserve don t italked down on my name throwed dirt on him
Saint Pablo, yeah 9 08 l a time back in the lab and shit my wife said i can t say no to nobody and at this rate we gon both die broke got friends that ask me for money knowin i m in debt and like my wife said i still didn t say no people tryna say i m goin crazy on twitter my friends best advice was to stay low i guess it s hard to decipher all of the bills especially when you got family members on payroll the media said it was outlandish spendin the media said he s way out of control i just feel like i m the only one not pretendin i m not out of control i m just not in they control i know i m the most influential that time cover was just confirmation this generation s closest thing to einstein so don t worry about me i m fine i can see a thousand years from now in real life skate on the paradigm and shift it when i feel like troll conventional thought don t need to question i know it s antiquated so sometimes i get aggressive thank god for jay electra he down with the mission did it with no permission on our own conditions most blacks with money have been beaten to submission yeezy with the big house did it way different never listen to hollywood producers don t stare at money too long it s medusa the ultimate gemini has survived i wasn t supposed to make it past 25 yeah you re lookin at the church in the night sky wonderin whether god s gonna say hi oh you re lookin at the church in the night sky and you wonder where is god in your nightlife yeah you re lookin at the church in the night sky father father father in the night sky wonderin whether god s gonna say hi yeah i feel like i m home yeah yeah i ve been wakin the spirits of millions more to come a million illegally downloaded my truth over the drums i believe in the children listen to the kids bro if the phone ringin go and get your kids ho brother don muhammad told the minister about the presentation he sat back and smiled black on black lies is worse than black on black crime the jews share their truth on how to make a dime most black men couldn t balance a checkbook but buy a new car talkin bout how my neck look well it all looks great four hundred years later we buyin our own chains the light is before us brothers so the devil workin hard real family stick together and see through the mirage the smokescreens perceptions of false reality who the real owner if your boss gets your salary i am one with the people i am one with the people real i ve been woken from enlightened man s dream checkin instagram comments to crowdsource my self esteem let me not say too much or do too much cause if i m up way too much i m out of touch i m prayin a out of body experience will happen so the people can see my light now it s not just rappin god i have humbled myself before the court drop my ego and confidence was my last resort i know i know he got a plan i know i m on your beams one set of footsteps you was carryin me when i turned on the news and they was buryin me one set of footsteps you was carryin me when i was negotiatin with apple it was larry and me told tim cook to call me i was scary to see i would ve took a hundred million and gave twenty to hov i heard it s the way they did it when we only had a stove but it s better that i stayed at home with my folks cause if jay a billionaire then i ma never go broke only thing i ask is next time i m on stage we all go we all go not just by myself lookin for niggas like where s waldo she got the same shoes as my wife but she copped em at aldo modern day mj with a off the wall flow nightlife walk all over me walk all over me i m deliverin everything i ve ever sent that you ll bring fly fly fly overseas fly overseas oh anywhere everything but in between oh yeah yeah you re lookin at the church in the night sky wonderin whether god s gonna say hi oh you re lookin at the church in the night sky and you wonder where is god in your nightlife yeah you re lookin at the church in the night sky wonderin whether god s gonna say hi father father father in the night sky oh you re lookin at the church in the night sky and you wonder where is god in your nightlife father father father in the night sky please face me when i speak please say to me somethin before you leave you ve been treatin me like i m invisible now i m visible to you oh the invisible truths they sold i can t quite understand the games you play understand understand understand i m standin under oath and i promised i i wouldn t fall anymore but i m cryin at the bar i m wishin that you saw my scars man i m wishin that you came down here and stood by me and looked at me like you knew me but i feel so alone like i don t know anyone except the night sky above yeah you re lookin at the church in the night sky wonderin whether god s gonna say hi oh you re lookin at the church in the night sky and you wonder where is god in your nightlife yeah you re lookin at the church in the night sky father father father in the night sky wonderin whether god s gonna say hi oh you re lookin at the church in the night sky and you wonder where is god in your nightlife father father father in the night sky 
Siiiiiiiiilver Surffffeeeeer Intermission, yeezy yeezy what s good it s your boy max b what s going on just checking in on you appreciate the love and support the wave is here you a wavey dude anyway so you already know ain t no problem man the game you already know how this game thing goes do your wave nigga you got the official wave man just just doing you doing you doing your wave and keep it loopy i know you re going to keep it loopy man shoutout just shout you out hollering at you man it s all love i appreciate the the energy and we here hit the town we do something big we gonna make a big tsunami up in the joint you already know what it is ahh silver surfer silver surfer in the flesh silver surfer in the flesh max biggaveli shout to yeezy what s good i see you it s love appreciate it it s honor appreciate it oww wavey baby yeah
Ultralight Beam, yes god we don t want no devils in the house god yes lord we want the lord yes jesus and that s it yes god hallej hand over satan yes jesus jesus praise the lord yes god hallelujah god yes god we don t want no devils in the house god yes lord we want the lord yes jesus and that s it yes god hallej hand over satan yes jesus jesus praise the lord yes god i m tryna keep my faith we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything this is everything deliver us serenity deliver us peace deliver us loving we know we need it you know we need it you know we need it that s why we need you now oh pray for paris pray for the parents this is a god dream this is a god dream this is a god dream we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything everything thing thing thing i m tryna keep my faith but i m looking for more somewhere i can feel safe and end my holy war i m tryna keep my faith so why send oppression not blessings why oh why d you do me wrong more you persecute the weak because it makes you feel so strong safe don t have much strength to fight so i look to the light war to make these wrongs turn right head up high i look to the light hey cause i know that you ll make everything alright and i know that you ll take good care of your child oh no longer am afraid of the night cause i i look to the light when they come for you i will shield your name i will field their questions i will feel your pain no one can judge they don t they don t know they don t know foot on the devil s neck til it drifted pangaea i m moving all my family from chatham to zambia treat the demons just like pam i mean i fuck with your friends but damn gina i been this way since arthur was anteater now they wanna hit me with the woo wap the bam tryna snap photos of familia my daughter look just like sia you can t see her you can feel the lyrics the spirit coming in braille tubman of the underground come and follow the trail i made sunday candy i m never going to hell i met kanye west i m never going to fail he said let s do a good ass job with chance 3 i hear you gotta sell it to snatch the grammy let s make it so free and the bars so hard that there ain t one gosh darn part you can t tweet this is my part nobody else speak this is my part nobody else speak this little light of mine glory be to god yeah i ma make sure that they go where they can t go if they don t wanna ride i ma still give em raincoats know what god said when he made the first rainbow just throw this at the end if i m too late for the intro ugh i m just having fun with it you know that a nigga was lost i laugh in my head cause i bet that my ex looking back like a pillar of salt ugh cause they ll flip the script on your ass like wesley and spike you cannot mess with the light look at lil chano from 79th we on an ultralight beam we on an ultralight beam this is a god dream this is a god dream this is everything everything yes god hallelujah i m tryna keep my faith yes jesus but i m looking for more somewhere i can feel safe and end my holy war father this prayer is for everyone that feels they re not good enough this prayer s for everybody that feel that they re too messed up for everyone that feels they ve said i m sorry too many times you can never go too far when you can t come back home again that s why i need faith more safe war
Waves, turn it up step up in this bitch like turn it up i m the one your bitch like yeah i m the one your bitch like turn it up and i be talkin shit like i ain t scared to lose a fistfight turn it up and she grabbin on my like she wanna see if it ll fit right turn it up that s just the wave yeah waves don t die let me crash here for the moment yeah i don t need to own it no lie waves don t die baby let me crash here for a moment baby i don t i don t need to own you yeah yeah yeah yeah turn it up sun don t shine in the shade ugh turn it up bird can t fly in a cage ugh turn me up even when somebody go away turn it up the feelings don t really go away that s just the wave yeah waves don t die let me crash here for the moment i don t need to own it no lie waves don t die baby let me crash here for a moment baby i don t i don t need to own you yeah yeah yeah yeah no lie no lie no lie you set the night on fire i m still gon be here in the morning no lie humming no lie ooh baby ooh baby ooh yeah you set the night on fire i m still gon be here in the morning no lie
Wolves, lost out beat up dancin down there i found you somewhere out round round there right right there lost and beat up down there dancin i found you somewhere out right down there right round there lost and found out turned out how you thought daddy found out that you turned out how you turned out if mama knew now how you turned out you too wild you too wild you too wild you too wild i need you now love you got to love you love you found you found you right now right now right now right now if your mama knew how you turned out you too wild you too wild you too wild you too wild and i need you now lost and found out cry i m not sorry cry who needs sorry when there s hennessy don t fool yourself your eyes don t lie you re much too good to be true don t fire fight yeah i feel you burning everything s burning don t fly too high your wings might melt you re much too good to be true i m just bad for you i m just bad bad bad for you i was lost and beat up turned out burned up you found me through a heartache didn t know me you were drawn in i was lost and beat up i was warm flesh unseasoned you found me in your gaze well i found me oh jesus i was too wild i was too wild i was too wild i was too wild i was too wild i was too wild and i need you now lost and found out yeah yeah you gotta let me know if i could be your joseph only tell you real shit that s the tea no sip don t trip don t trip that pussy slippery no whip we ain t trippin on shit we just sippin on this just forget the whole shit we could laugh about nothin i impregnate your mind let s have a baby without fuckin yo i know it s corny bitches you wish you could unfollow i know it s corny niggas you wish you could unswallow i know it s corny bitches you wish you could unfollow i know it s corny niggas you wish you could unswallow ay i know it s corny bitches you wish you could unfollow i know it s corny niggas you wish you could unswallow you tried to play nice everybody just took advantage you left your fridge open somebody just took a sandwich i said baby what if you was clubbin thuggin hustlin before you met your husband then i said what if mary was in the club fore she met joseph around hella thugs cover nori in lambs wool we surrounded by the fuckin wolves what if mary what if mary was in the club was in the club fore she met joseph with no love cover saint in lambs wool and she was we surrounded by surrounded by the fuckin wolves
FML, i been waiting for a minute for my lady so i can t jeopardize that for one of these hoes i been living without limits as far as my business i m the only one that s in control i been feeling all i ve given for my children i will die for those i love god i m willing to make this my mission give up the women before i lose half of what i own i been thinking about my vision pour out my feelings revealing the layers to my soul my soul the layers to my soul revealing the layers to my soul they wish i would go ahead and fuck my life up can t let them get to me and even though i always fuck my life up only i can mention me see before i let you go one last thing i need to let you know you ain t never seen nothing crazier than this nigga when he off his lexapro remember that last time in mexico remember that last time the episode asking me why the hell i text in code four times just to say don t text me ho told you four times don t test me ho and we finna lose all self control but you ain t finna be raising your voice at me especially when we in the giuseppe store but i ma have the last laugh in the end cause i m from a tribe called check a ho yeah i ma have to laugh indian cause i m from a tribe called check a ho and i they wish i would go ahead and fuck my life up can t let them get to me and even though i always fuck my life up only i can mention me they wish i would go ahead and fuck my life up can t let them get to me and even though i always fuck my life up only i can mention me see through the veil and forget all of your cares throw them throw them away don t stop your loving don t stop for nothing no not for nothing they don t wanna see me love you don t now don t stop it they always love it they always wanna they don t wanna see me love you see through the veil they don t wanna see me love you and forget all your cares they don t wanna see me love you throw them throw them away ooh life s a feeling and ooh the body is a feeling yeah
No More Parties In LA, la di da da a da a i like this flavor la da da da di da da a la a la a la a la a let me tell you i m out here from a very far away place all for a chance to be a star nowhere seems to be too far no more parties in l a please baby no more parties in l a uh no more parties in l a please baby no more parties in l a uh no more los angeles please shake that body party that bod please shake that body party that bod please shake that body party that body hey baby you forgot your ray bans and my sheets still orange from your spray tan it was more than soft porn for the k man she remember my sprinter said i was in the grape van uhm well cutie i like your bougie booty come erykah badu me well let s make a movie hell you know my repertoire is like a wrestler i show you the ropes connect the dots a country girl that love hollywood mama used to cook red beans and rice now it s denny s 4 in the morning spoil your appetite liquor pouring and niggas swarming your section with erection smoke in every direction middle finger pedestrians r b singers and lesbians rappers and managers music and i phone cameras this shit unanimous for you it s damaging for you i think that pussy should only be holding exclusive rights to me i mean he flew you in this motherfucker on first class even went out his way so you could check in an extra bag now you wanna divide the yam like it equate the math that shit don t add up you re making him mad as fuck she said she came out here to find an a list rapper i said baby spin that round and say the alphabet backwards you re dealing with malpractice don t kill a good nigga s confidence just cause he a nerd and you don t know what a condom is the head still good though the head still good though make me say nam myoho renge kyo make a nigga say big words and act lyrical make me get spiritual make me believe in miracles buddhist monks and cap n crunch cereal lord have mercy thou will not hurt me five buddies all herded up on a thursday bottle service head service i came in first place the opportunity the proper top of breast and booty cheek the pop community i mean these bitches come with union fee and i want two of these moving units through consumer streets then my shoe released she was kickin in gratuity and yeah g i was all for it she said k lamar you kinda dumb to be a poet i ma put you on game for the lames that don t know they a rookie instagram is the best way to promote some pussy scary scary no more parties in l a please baby no more parties in l a friday night tryna make it into the city breakneck speeds passenger seat somethin pretty thinking back to how i got here in the first place second class bitches wouldn t let me on first base a backpack nigga with luxury tastebuds and the louis vuitton store got all of my pay stubs got pussy from beats i did for niggas more famous when did i become a list i wasn t even on a list strippers get invited to where they only got hired when i get on my steve jobs somebody gon get fired i was uninspired since lauryn hill retired and 3 stacks man you preaching to the choir any rumor you ever heard about me was true and legendary i done got lewinsky d and paid secretaries for all my niggas with babies by bitches that use they kids as meal tickets not knowin the disconnect from the father the next generation will be the real victims i can t fault em really i remember amber told my boy no matter what happens she ain t goin back to philly back to our regularly scheduled programmin of weak content and slow jammin but don t worry this one s so jammin you know it l a it s so jammin i be thinkin every day mulholland drive need to put up some goddamn barricades i be paranoid every time the pressure the problem ain t i be drivin the problem is i be textin my psychiatrist got kids that i inspired first song they played for me was bout their friend that just died textin and drivin down mulholland drive that s why i d rather take the 405i be worried bout my daughter i be worried bout kim but saint is baby ye i ain t worried bout him had my life threatened by best friends with selfish intents what i m supposed to do ride around with a bulletproof car and some tints every agent i know know i hate agents i m too black i m too vocal i m too flagrant something smellin like shit that s the new fragrance it s just me i do it my way bitch some days i m in my yeezys some days i m in my vans if i knew y all made plans i wouldn t have popped the xans i know some fans thought i wouldn t rap like this again but the writer s block is over emcees cancel your plans a 38 year old 8 year old with rich nigga problems tell my wife that i hate the rolls so i don t never drive it it took six months to get the maybach all matted out and my assistant crashed it soon as they backed it out goddamn got a bald fade i might slam pink fur got nori dressin like cam thank god for me los angeles whole family gettin money thank god for e i love rockin jewelry a whole neckful bitches say he fun ny and disrespectful i feel like pablo when i m workin on my shoes i feel like pablo when i see me on the news i feel like pablo when i m workin on my house tell em party s in here we don t need to go out we need the turbo thots high speed turbo thots drop dro dro dro drop like robocop she brace herself and hold my stomach good dick ll do that she keep pushin me back good dick ll do that she push me back when the dick go too deep this good dick ll put your ass to sleep get money money money money big big money money money money and as far as real friends tell all my cousins i love em even the one that stole the laptop you dirty motherfucker i just keep on lovin you baby and there s no one else i know can take your pla pla pla please no more parties in l a shake that body party that body please baby no more parties in l a uh shake that body party that body no more parties in l a los angeles please baby no more parties in l a uh no more parties in l a please baby no more parties in l a uh let me tell you i m out here from a very far away place all for a chance to be a star nowhere seems to be too far swish 
